ID klienta;Segment;Data dołączenia;Preferowany kanał;Wizyty (90 dni);Średni koszyk (PLN);NPS;Komentarz NPS;Churn (90d)
750;Silver;2022-09-08;stacjonarny;10;103.62;47;Potrzeba więcej parkingu.;Tak
751;Bronze;2025-01-23;stacjonarny;4;50.21;-30;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
752;Silver;2024-08-13;online;9;84.27;-15;Promocje są dobre, ale potem braki na półce.;Nie
753;Gold;2024-07-02;stacjonarny;22;165.94;-2;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
754;Silver;2024-02-01;q-commerce;5;90.51;36;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
755;Bronze;2024-02-13;online;0;59.04;10;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
756;Gold;2024-07-05;stacjonarny;16;155.41;15;Kierowca Q-com pomylił adres.;Nie
757;Gold;2024-11-19;online;28;161.6;43;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
758;Silver;2024-03-04;q-commerce;4;82.31;-15;Potrzeba więcej parkingu.;Tak
759;Bronze;2025-05-22;stacjonarny;3;71.33;-30;;Tak
760;Bronze;2025-09-08;stacjonarny;4;46.14;-6;Brak wegańskich opcji w mięsie roślinnym.;Tak
761;Silver;2024-03-13;stacjonarny;6;70.99;40;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
762;Silver;2022-05-16;stacjonarny;8;85.21;36;Aplikacja mobilna mało intuicyjna.;Nie
763;Bronze;2025-08-20;online;0;46.79;35;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
764;Bronze;2023-04-15;stacjonarny;0;38.33;72;Aplikacja mobilna mało intuicyjna.;Nie
765;Bronze;2023-05-20;online;3;37.8;-34;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
766;Bronze;2025-05-08;online;0;53.22;51;Kierowca Q-com pomylił adres.;Nie
767;Gold;2024-10-12;stacjonarny;27;187.35;48;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
768;Silver;2024-03-17;online;6;100.59;46;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
769;Bronze;2023-08-11;q-commerce;4;54.46;-30;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
770;Bronze;2023-11-22;online;4;73.94;-17;Bardzo długie kolejki w piątek po 17:00.;Tak
771;Silver;2023-09-24;stacjonarny;6;88.51;19;Aplikacja mobilna mało intuicyjna.;Nie
772;Silver;2022-09-18;stacjonarny;9;87.79;65;Potrzeba więcej parkingu.;Nie
773;Bronze;2023-03-21;online;1;42.73;17;Aplikacja mobilna mało intuicyjna.;Nie
774;Bronze;2022-10-16;online;2;29.6;-10;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
775;Bronze;2022-01-10;stacjonarny;4;46.87;25;Potrzeba więcej parkingu.;Nie
776;Bronze;2024-04-07;stacjonarny;4;49.65;-30;Promocje są dobre, ale potem braki na półce.;Tak
777;Bronze;2024-05-15;online;2;54.38;-10;Bardzo długie kolejki w piątek po 17:00.;Tak
778;Bronze;2025-01-14;online;1;45.99;0;Potrzeba więcej parkingu.;Tak
779;Silver;2022-01-12;online;8;82.18;14;Kierowca Q-com pomylił adres.;Nie
780;Silver;2024-04-05;stacjonarny;6;69.01;-3;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
781;Gold;2024-04-08;stacjonarny;27;90.85;-38;Potrzeba więcej parkingu.;Nie
782;Bronze;2025-01-13;online;0;41.45;-30;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
783;Silver;2024-12-11;q-commerce;10;104.39;6;;Nie
784;Gold;2022-01-10;online;13;194.0;42;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
785;Silver;2024-06-06;stacjonarny;6;96.23;7;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
786;Bronze;2023-05-04;online;4;41.8;-20;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
787;Bronze;2024-12-03;stacjonarny;1;61.86;10;;Nie
788;Bronze;2023-10-05;stacjonarny;2;46.64;-20;Kierowca Q-com pomylił adres.;Nie
789;Bronze;2023-10-02;stacjonarny;1;60.79;0;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
790;Bronze;2024-03-08;stacjonarny;1;44.19;-25;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
791;Bronze;2024-01-14;stacjonarny;3;37.95;-30;Świeże pieczywo tylko do 14:00, potem nic.;Nie
792;Bronze;2022-04-28;online;1;46.22;26;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
793;Silver;2024-01-15;stacjonarny;8;95.03;20;Brak wegańskich opcji w mięsie roślinnym.;Tak
794;Bronze;2024-07-09;stacjonarny;2;37.04;0;Plonka — kupony często nieadekwatne do moich zakupów.;Tak
795;Silver;2025-06-15;stacjonarny;4;93.82;4;Często psuje się terminal BLIK.;Nie
796;Silver;2024-02-13;stacjonarny;9;113.37;23;;Nie
797;Gold;2024-05-03;online;15;197.36;21;Promocje są dobre, ale potem braki na półce.;Nie
798;Bronze;2023-08-18;q-commerce;1;51.12;-18;Kierowca Q-com pomylił adres.;Tak
799;Silver;2023-10-02;online;5;110.71;-45;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
800;Silver;2023-02-15;stacjonarny;4;74.17;50;Promocje są dobre, ale potem braki na półce.;Nie
801;Silver;2024-12-11;q-commerce;9;109.15;10;Przeceny end-of-day super, ale rzadko widoczne.;Tak
802;Bronze;2025-10-27;stacjonarny;3;25.99;38;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
803;Bronze;2024-06-23;stacjonarny;3;48.22;-18;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
804;Bronze;2024-08-20;online;3;36.19;0;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
805;Bronze;2023-02-23;stacjonarny;2;56.34;-9;Przeceny end-of-day super, ale rzadko widoczne.;Nie
806;Silver;2023-05-19;stacjonarny;5;85.65;28;Brak wegańskich opcji w mięsie roślinnym.;Nie
807;Bronze;2023-10-08;stacjonarny;0;33.88;1;;Tak
808;Bronze;2023-01-08;stacjonarny;3;58.0;12;;Nie
809;Bronze;2022-11-27;stacjonarny;2;49.68;52;Bardzo długie kolejki w piątek po 17:00.;Tak
810;Silver;2023-07-10;stacjonarny;7;49.87;47;;Nie
811;Gold;2025-10-10;stacjonarny;11;75.47;46;Przeceny end-of-day super, ale rzadko widoczne.;Nie
812;Bronze;2022-03-11;stacjonarny;3;72.43;6;Kierowca Q-com pomylił adres.;Nie
813;Silver;2023-05-03;stacjonarny;10;81.86;1;;Nie
814;Bronze;2023-04-03;stacjonarny;4;42.89;27;Przeceny end-of-day super, ale rzadko widoczne.;Nie
815;Bronze;2025-05-16;stacjonarny;0;56.08;18;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
816;Bronze;2025-11-08;stacjonarny;0;27.07;50;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
817;Gold;2024-09-13;online;25;168.23;32;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
818;Bronze;2024-09-19;online;1;56.65;0;Bardzo długie kolejki w piątek po 17:00.;Nie
819;Silver;2023-03-13;online;5;126.46;9;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
820;Bronze;2025-09-01;q-commerce;4;58.05;46;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
821;Bronze;2023-02-18;stacjonarny;2;16.13;-20;Aplikacja mobilna mało intuicyjna.;Nie
822;Silver;2025-03-12;q-commerce;6;66.88;-3;Przeceny end-of-day super, ale rzadko widoczne.;Nie
823;Gold;2024-10-18;online;27;190.37;48;Przeceny end-of-day super, ale rzadko widoczne.;Nie
824;Bronze;2022-06-22;online;3;36.75;9;Brak wegańskich opcji w mięsie roślinnym.;Tak
825;Bronze;2024-02-01;stacjonarny;2;25.34;-10;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
826;Bronze;2025-10-05;online;4;26.95;34;Brak wegańskich opcji w mięsie roślinnym.;Nie
827;Bronze;2023-07-09;stacjonarny;3;46.85;0;Plonka — kupony często nieadekwatne do moich zakupów.;Tak
828;Bronze;2024-08-20;stacjonarny;4;22.65;-20;Potrzeba więcej parkingu.;Tak
829;Bronze;2023-05-13;stacjonarny;1;45.53;51;Potrzeba więcej parkingu.;Tak
830;Silver;2024-10-01;stacjonarny;6;111.86;14;Świeże pieczywo tylko do 14:00, potem nic.;Tak
831;Bronze;2024-11-19;stacjonarny;0;62.52;-30;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
832;Gold;2024-09-23;q-commerce;28;145.29;43;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
833;Gold;2023-10-06;stacjonarny;10;144.9;14;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
834;Silver;2023-02-16;q-commerce;5;94.19;41;Promocje są dobre, ale potem braki na półce.;Nie
835;Silver;2023-04-19;q-commerce;10;128.42;37;Kierowca Q-com pomylił adres.;Nie
836;Bronze;2023-10-25;online;4;24.13;51;;Nie
837;Silver;2024-08-23;stacjonarny;6;67.53;-16;Bardzo długie kolejki w piątek po 17:00.;Nie
838;Silver;2023-01-09;stacjonarny;8;91.38;74;;Nie
839;Bronze;2022-02-17;stacjonarny;4;33.09;43;;Nie
840;Silver;2025-10-08;q-commerce;5;94.19;22;Potrzeba więcej parkingu.;Nie
841;Bronze;2023-10-07;stacjonarny;0;45.54;-20;Potrzeba więcej parkingu.;Tak
842;Bronze;2022-05-19;online;3;58.59;71;Kierowca Q-com pomylił adres.;Nie
843;Silver;2023-07-22;stacjonarny;4;78.27;45;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
844;Bronze;2023-07-15;stacjonarny;4;45.91;35;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
845;Gold;2022-01-16;stacjonarny;10;133.82;-29;Bardzo długie kolejki w piątek po 17:00.;Nie
846;Silver;2024-06-09;stacjonarny;5;81.64;51;Brak wegańskich opcji w mięsie roślinnym.;Tak
847;Gold;2024-08-01;online;24;175.6;18;Promocje są dobre, ale potem braki na półce.;Nie
848;Silver;2024-10-02;stacjonarny;10;102.8;7;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
849;Bronze;2025-11-11;q-commerce;2;32.44;10;Często psuje się terminal BLIK.;Tak
850;Silver;2025-09-24;stacjonarny;10;95.34;-26;Przeceny end-of-day super, ale rzadko widoczne.;Tak
851;Silver;2024-09-27;stacjonarny;6;64.23;15;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
852;Silver;2023-02-22;stacjonarny;4;108.26;53;Plonka — kupony często nieadekwatne do moich zakupów.;Tak
853;Silver;2022-04-16;online;8;100.5;77;Aplikacja mobilna mało intuicyjna.;Nie
854;Bronze;2024-04-22;online;3;47.53;8;;Nie
855;Bronze;2023-11-07;q-commerce;3;32.8;20;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
856;Silver;2024-10-26;q-commerce;4;78.46;24;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
857;Silver;2024-12-16;stacjonarny;6;89.02;-5;Promocje są dobre, ale potem braki na półce.;Nie
858;Bronze;2023-02-14;q-commerce;1;30.74;23;Kierowca Q-com pomylił adres.;Nie
859;Bronze;2022-07-18;stacjonarny;0;47.29;-20;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Tak
860;Gold;2022-05-12;stacjonarny;11;205.58;64;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
861;Bronze;2024-11-08;online;0;27.54;48;Aplikacja mobilna mało intuicyjna.;Tak
862;Bronze;2023-02-07;online;0;59.88;30;Kierowca Q-com pomylił adres.;Tak
863;Bronze;2024-03-27;stacjonarny;0;44.96;28;Przeceny end-of-day super, ale rzadko widoczne.;Nie
864;Gold;2023-09-27;q-commerce;19;178.82;42;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
865;Bronze;2025-10-19;stacjonarny;3;67.96;-4;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
866;Silver;2025-03-13;online;10;54.74;15;Promocje są dobre, ale potem braki na półce.;Nie
867;Bronze;2024-09-02;online;4;37.26;-30;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
868;Bronze;2022-05-05;stacjonarny;0;44.9;27;Aplikacja mobilna mało intuicyjna.;Nie
869;Bronze;2025-06-16;stacjonarny;2;47.39;-20;Świeże pieczywo tylko do 14:00, potem nic.;Nie
870;Bronze;2023-07-04;stacjonarny;1;35.0;-4;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
871;Silver;2024-07-18;online;10;77.0;85;;Nie
872;Bronze;2023-01-26;stacjonarny;1;33.06;56;Często psuje się terminal BLIK.;Nie
873;Silver;2024-04-04;stacjonarny;4;78.1;38;Aplikacja mobilna mało intuicyjna.;Nie
874;Silver;2023-04-28;stacjonarny;10;71.92;12;Bardzo długie kolejki w piątek po 17:00.;Nie
875;Silver;2024-12-24;stacjonarny;7;67.55;2;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
876;Silver;2024-02-10;online;7;49.75;44;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
877;Silver;2025-01-21;q-commerce;9;94.62;32;;Nie
878;Silver;2025-07-06;stacjonarny;4;61.12;35;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
879;Bronze;2024-06-10;stacjonarny;3;58.94;50;Często psuje się terminal BLIK.;Tak
880;Silver;2023-03-23;stacjonarny;9;70.0;14;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
881;Gold;2024-07-22;stacjonarny;27;145.8;13;;Nie
882;Silver;2024-11-11;online;9;72.91;30;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
883;Bronze;2023-07-26;online;2;31.84;22;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
884;Bronze;2024-09-17;q-commerce;4;44.98;-19;Brak wegańskich opcji w mięsie roślinnym.;Tak
885;Silver;2023-10-25;online;4;118.15;38;;Nie
886;Bronze;2023-12-23;stacjonarny;0;55.62;0;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
887;Silver;2024-08-03;q-commerce;8;101.92;4;;Nie
888;Silver;2023-02-18;stacjonarny;8;41.0;35;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
889;Bronze;2022-12-19;stacjonarny;2;57.36;-10;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
890;Bronze;2023-05-25;stacjonarny;4;48.46;9;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
891;Silver;2022-01-17;stacjonarny;7;67.34;54;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
892;Silver;2022-04-28;stacjonarny;4;68.41;68;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
893;Bronze;2023-04-17;stacjonarny;1;52.03;7;Aplikacja mobilna mało intuicyjna.;Tak
894;Bronze;2023-01-04;online;2;36.23;-4;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
895;Silver;2023-06-25;stacjonarny;7;78.47;95;Przeceny end-of-day super, ale rzadko widoczne.;Nie
896;Bronze;2024-07-14;online;4;47.19;-20;Świeże pieczywo tylko do 14:00, potem nic.;Tak
897;Silver;2022-06-01;stacjonarny;5;82.75;-14;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
898;Silver;2023-08-11;stacjonarny;5;90.73;33;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
899;Bronze;2023-09-09;stacjonarny;4;52.43;-8;Często psuje się terminal BLIK.;Nie
900;Silver;2022-05-19;stacjonarny;6;70.4;16;Promocje są dobre, ale potem braki na półce.;Tak
901;Silver;2023-05-11;online;7;116.82;-21;;Nie
902;Bronze;2022-01-01;stacjonarny;0;38.25;44;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
903;Silver;2023-10-15;online;7;77.15;12;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
904;Bronze;2023-04-08;stacjonarny;3;61.9;13;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Tak
905;Bronze;2024-03-15;online;1;40.33;38;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
906;Gold;2025-02-20;stacjonarny;15;186.4;-11;Brak wegańskich opcji w mięsie roślinnym.;Nie
907;Bronze;2023-05-04;stacjonarny;0;31.26;10;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
908;Silver;2023-08-04;online;10;101.15;23;Brak wegańskich opcji w mięsie roślinnym.;Nie
909;Bronze;2022-11-11;stacjonarny;1;36.36;27;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
910;Gold;2024-10-23;stacjonarny;23;200.59;15;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
911;Bronze;2023-09-23;stacjonarny;0;26.96;66;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
912;Bronze;2022-01-06;stacjonarny;1;46.3;36;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
913;Bronze;2023-01-16;q-commerce;4;50.52;6;Promocje są dobre, ale potem braki na półce.;Nie
914;Bronze;2023-06-19;stacjonarny;1;50.17;0;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
915;Silver;2022-01-13;online;7;73.06;31;Potrzeba więcej parkingu.;Nie
916;Bronze;2022-05-23;stacjonarny;2;43.66;-10;;Tak
917;Bronze;2024-11-23;stacjonarny;2;50.98;61;Aplikacja mobilna mało intuicyjna.;Nie
918;Silver;2023-11-22;stacjonarny;6;106.98;71;Aplikacja mobilna mało intuicyjna.;Nie
919;Gold;2024-07-28;stacjonarny;24;111.39;51;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
920;Bronze;2022-06-28;stacjonarny;1;43.76;22;Promocje są dobre, ale potem braki na półce.;Tak
921;Silver;2024-05-27;stacjonarny;10;109.24;-35;Brak wegańskich opcji w mięsie roślinnym.;Nie
922;Bronze;2023-12-23;online;2;57.42;25;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
923;Bronze;2023-01-28;stacjonarny;2;30.9;-20;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
924;Silver;2022-05-01;stacjonarny;9;103.05;0;Przeceny end-of-day super, ale rzadko widoczne.;Nie
925;Gold;2022-01-03;stacjonarny;18;225.84;-30;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
926;Silver;2025-01-18;online;8;138.87;37;Promocje są dobre, ale potem braki na półce.;Nie
927;Silver;2023-11-24;q-commerce;6;82.97;58;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
928;Gold;2023-04-22;online;16;133.83;55;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
929;Gold;2024-10-02;online;19;192.29;60;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
930;Silver;2022-05-16;stacjonarny;7;84.07;54;;Nie
931;Silver;2024-04-18;online;6;86.64;-4;Świeże pieczywo tylko do 14:00, potem nic.;Nie
932;Gold;2024-07-04;stacjonarny;14;124.71;3;;Nie
933;Bronze;2022-09-01;q-commerce;3;40.15;-21;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
934;Bronze;2025-07-10;stacjonarny;4;37.62;-30;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
935;Bronze;2023-03-16;stacjonarny;3;59.77;87;Bardzo długie kolejki w piątek po 17:00.;Tak
936;Silver;2025-01-26;stacjonarny;10;98.95;84;Bardzo długie kolejki w piątek po 17:00.;Nie
937;Bronze;2023-06-01;stacjonarny;4;43.05;96;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
938;Gold;2022-06-06;stacjonarny;28;111.74;10;;Nie
939;Gold;2022-11-17;stacjonarny;27;134.94;45;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
940;Bronze;2023-03-17;online;2;32.07;-10;Bardzo długie kolejki w piątek po 17:00.;Tak
941;Silver;2024-07-06;online;9;97.48;93;;Nie
942;Bronze;2024-12-24;stacjonarny;2;34.57;76;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
943;Bronze;2024-09-22;stacjonarny;3;71.52;12;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
944;Bronze;2024-06-25;q-commerce;3;56.07;10;Potrzeba więcej parkingu.;Nie
945;Bronze;2025-02-16;stacjonarny;3;27.63;-30;Aplikacja mobilna mało intuicyjna.;Nie
946;Silver;2024-06-12;q-commerce;4;116.58;11;Kierowca Q-com pomylił adres.;Nie
947;Bronze;2024-04-18;q-commerce;1;35.3;10;;Tak
948;Silver;2023-06-06;stacjonarny;6;72.09;-26;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
949;Bronze;2025-09-06;stacjonarny;2;71.35;-30;;Nie
950;Bronze;2025-02-02;stacjonarny;1;49.74;10;Potrzeba więcej parkingu.;Tak
951;Silver;2025-05-23;online;4;122.55;13;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
952;Gold;2025-02-02;stacjonarny;12;125.29;100;Kierowca Q-com pomylił adres.;Nie
953;Bronze;2022-06-02;stacjonarny;1;53.61;30;Kierowca Q-com pomylił adres.;Nie
954;Bronze;2024-12-16;stacjonarny;2;77.4;0;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
955;Bronze;2024-10-02;online;3;57.31;-32;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
956;Silver;2022-07-10;stacjonarny;4;103.84;2;Plonka — kupony często nieadekwatne do moich zakupów.;Tak
957;Silver;2025-11-24;online;6;82.94;47;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
958;Gold;2023-01-19;stacjonarny;22;131.76;67;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
959;Silver;2023-02-22;stacjonarny;5;95.75;33;;Nie
960;Bronze;2023-11-19;stacjonarny;3;31.14;60;Kierowca Q-com pomylił adres.;Nie
961;Bronze;2022-10-15;stacjonarny;4;58.52;11;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
962;Bronze;2022-06-05;q-commerce;3;33.84;-30;Świeże pieczywo tylko do 14:00, potem nic.;Nie
963;Bronze;2022-02-05;stacjonarny;1;40.85;-16;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
964;Bronze;2024-11-26;stacjonarny;3;41.57;47;Brak wegańskich opcji w mięsie roślinnym.;Tak
965;Silver;2025-03-06;stacjonarny;7;118.26;-44;Często psuje się terminal BLIK.;Nie
966;Bronze;2023-04-15;online;1;44.65;40;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
967;Bronze;2024-12-08;stacjonarny;1;47.59;-30;Bardzo długie kolejki w piątek po 17:00.;Tak
968;Gold;2023-06-01;stacjonarny;13;156.01;24;;Nie
969;Silver;2024-09-21;stacjonarny;7;47.91;-30;;Nie
970;Gold;2022-12-06;stacjonarny;14;139.9;-10;;Nie
971;Silver;2024-03-12;stacjonarny;5;87.66;60;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
972;Silver;2022-02-02;stacjonarny;5;84.04;-18;;Nie
973;Silver;2023-03-23;online;6;128.01;30;;Nie
974;Bronze;2023-07-24;online;0;23.47;-30;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
975;Bronze;2022-03-14;stacjonarny;2;56.71;16;Kierowca Q-com pomylił adres.;Nie
976;Bronze;2022-02-08;stacjonarny;1;53.82;-10;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
977;Gold;2023-09-21;online;22;143.9;50;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
978;Bronze;2024-02-01;online;3;48.52;0;;Nie
979;Gold;2024-08-13;stacjonarny;26;146.24;2;;Nie
980;Silver;2022-03-13;stacjonarny;7;104.28;-78;Przeceny end-of-day super, ale rzadko widoczne.;Nie
981;Bronze;2024-09-06;online;3;64.53;75;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
982;Silver;2023-09-01;online;10;90.34;38;Promocje są dobre, ale potem braki na półce.;Nie
983;Silver;2024-08-20;stacjonarny;9;81.69;-23;Bardzo długie kolejki w piątek po 17:00.;Nie
984;Bronze;2025-03-22;stacjonarny;0;44.49;35;Promocje są dobre, ale potem braki na półce.;Tak
985;Silver;2023-05-07;q-commerce;10;81.38;59;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
986;Bronze;2022-07-15;stacjonarny;0;31.68;0;Brak wegańskich opcji w mięsie roślinnym.;Nie
987;Bronze;2023-02-10;stacjonarny;0;43.29;-10;Aplikacja mobilna mało intuicyjna.;Nie
988;Silver;2024-12-19;online;4;91.1;-12;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
989;Silver;2023-05-14;q-commerce;5;123.47;77;;Nie
990;Silver;2023-01-03;online;6;120.43;74;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
991;Silver;2023-09-02;stacjonarny;9;60.02;-32;;Nie
992;Bronze;2023-08-14;online;0;28.7;-46;Promocje są dobre, ale potem braki na półce.;Tak
993;Gold;2025-07-26;stacjonarny;22;152.21;54;Aplikacja mobilna mało intuicyjna.;Nie
994;Bronze;2023-10-27;stacjonarny;4;48.92;24;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
995;Bronze;2024-08-12;stacjonarny;0;51.54;21;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
996;Bronze;2024-02-06;stacjonarny;2;70.9;-30;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
997;Silver;2023-08-15;online;5;115.45;48;Aplikacja mobilna mało intuicyjna.;Nie
998;Bronze;2025-03-14;online;4;45.3;10;Bardzo długie kolejki w piątek po 17:00.;Nie
999;Bronze;2023-08-11;stacjonarny;2;47.22;-30;;Nie
1000;Silver;2024-10-28;stacjonarny;8;81.9;18;Aplikacja mobilna mało intuicyjna.;Nie
